default_setting_begin	type=mother_tree	hp_regen_bonus=2	mp_regen_bonus=1	default_setting_end
default_setting_begin	type=damage	damage_on_hp=200	damage_on_mp=0	default_setting_end
default_setting_begin	type=poison	skill_name=[s_area_a_speed_down]	default_setting_end
default_setting_begin	type=swamp	move_bonus=-50	default_setting_end


//Below	water	volume	(must	be	above	the	head	of	a	family)
//16_21
area_begin	name=[16_21_water1]	map_no={16;21}	type=water	water_range={Min:(-131071.984375	98303.992188	-4780.006836)	Max:(-98303.984375	131071.992188	-3780.006836)}	area_end
area_begin	name=[aden_slow_1]	map_no={24;18}	type=swamp	move_bonus=-80	default_status=off		event_id=2418001	range={{145548;6670;-496;-296};{145813;6669;-496;-296};{145813;6803;-496;-296};{145548;6804;-496;-296}}	area_end

//Oh	the	characteristic	place	unknown	zone	which	is	burnt
area_begin	name=[aden_damage_8]	map_no={24;18}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{149084;7070;-560;-360};{149349;7069;-560;-360};{149349;7203;-560;-360};{149084;7204;-560;-360}}	area_end
area_begin	name=[aden_damage_7]	map_no={24;18}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{149084;6942;-528;-328};{149349;6941;-528;-328};{149349;7075;-528;-328};{149084;7076;-528;-328}}	area_end
area_begin	name=[aden_damage_6]	map_no={24;18}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{149084;6814;-528;-328};{149349;6813;-528;-328};{149349;6947;-528;-328};{149084;6948;-528;-328}}	area_end
area_begin	name=[aden_damage_5]	map_no={24;18}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{149084;6686;-528;-328};{149349;6685;-528;-328};{149349;6819;-528;-328};{149084;6820;-528;-328}}	area_end
area_begin	name=[aden_damage_4]	map_no={24;18}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{145548;7054;-528;-328};{145813;7053;-528;-328};{145813;7187;-528;-328};{145548;7188;-528;-328}}	area_end
area_begin	name=[aden_damage_3]	map_no={24;18}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{145548;6926;-496;-296};{145813;6925;-496;-296};{145813;7059;-496;-296};{145548;7060;-496;-296}}	area_end
area_begin	name=[aden_damage_2]	map_no={24;18}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{145548;6798;-496;-296};{145813;6797;-496;-296};{145813;6931;-496;-296};{145548;6932;-496;-296}}	area_end
area_begin	name=[aden_damage_1]	map_no={24;18}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{145548;6670;-496;-296};{145813;6669;-496;-296};{145813;6803;-496;-296};{145548;6804;-496;-296}}	area_end

//Writing	lwu	D	five	characteristic	sul	Low	zone.
area_begin	name=[gludio_slow_1]	map_no={19;21}	type=swamp	move_bonus=-80	default_status=off		event_id=1921001	range={{-18255;110790;-2627;-2427};{-17971;110790;-2627;-2427};{-17972;111174;-2627;-2427};{-18256;111174;-2627;-2427}}	area_end
area_begin	name=[gludio_slow_2]	map_no={19;21}	type=swamp	move_bonus=-80	default_status=off		event_id=1921002	range={{-19213;107137;-2595;-2395};{-18827;107137;-2595;-2395};{-18827;107404;-2595;-2395};{-19213;107404;-2595;-2395}}	area_end

//Writing	lwu	D	five	characteristic	place	unknown	zone
area_begin	name=[gludio_damage_1]	map_no={19;21}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{-18255;110790;-2627;-2427};{-17971;110790;-2627;-2427};{-17972;111174;-2627;-2427};{-18256;111174;-2627;-2427}}	area_end
area_begin	name=[gludio_damage_2]	map_no={19;21}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{-19213;107137;-2595;-2395};{-18827;107137;-2595;-2395};{-18827;107404;-2595;-2395};{-19213;107404;-2595;-2395}}	area_end

//D	all	characteristic	sul	Low	zone.
area_begin	name=[dion_slow_1]	map_no={20;22}	type=swamp	move_bonus=-80	default_status=off		event_id=2022001	range={{22215;158960;-2821;30341};{21931;158960;-2821;30341};{21932;158576;-2821;30341};{22216;158576;-2821;30341}}	area_end
area_begin	name=[dion_slow_2]	map_no={20;22}	type=swamp	move_bonus=-80	default_status=off		event_id=2022002	range={{23173;162613;-2789;30373};{22787;162613;-2789;30373};{22787;162346;-2789;30373};{23173;162346;-2789;30373}}	area_end

//D	all	characteristic	place	unknown	zone
area_begin	name=[dion_damage_1]	map_no={20;22}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{22215;158960;-2821;30341};{21931;158960;-2821;30341};{21932;158576;-2821;30341};{22216;158576;-2821;30341}}	area_end
area_begin	name=[dion_damage_2]	map_no={20;22}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{23173;162613;-2789;30373};{22787;162613;-2789;30373};{22787;162346;-2789;30373};{23173;162346;-2789;30373}}	area_end

//The	characteristic	which	is	a	flag	sul	the	Low	zone.
area_begin	name=[giran_slow_1]	map_no={23;22}	type=swamp	move_bonus=-80	default_status=off		event_id=2322001	range={{115132;144954;-2694;13957};{115132;145238;-2694;13957};{114748;145237;-2694;13957};{114748;144953;-2694;13957}}	area_end
area_begin	name=[giran_slow_2]	map_no={23;22}	type=swamp	move_bonus=-80	default_status=off		event_id=2322002	range={{118785;143996;-2662;13989};{118785;144382;-2662;13989};{118518;144382;-2662;13989};{118518;143996;-2662;13989}}	area_end

//The	characteristic	place	unknown	zone	which	is	a	flag
area_begin	name=[giran_damage_1]	map_no={23;22}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{115132;144954;-2694;13957};{115132;145238;-2694;13957};{114748;145237;-2694;13957};{114748;144953;-2694;13957}}	area_end
area_begin	name=[giran_damage_2]	map_no={23;22}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{118785;143996;-2662;13989};{118785;144382;-2662;13989};{118518;144382;-2662;13989};{118518;143996;-2662;13989}}	area_end

//Five	leyn	characteristics	sul	Low	zone.
area_begin	name=[oren_slow_1]	map_no={22;19}	type=swamp	move_bonus=-80	default_status=off		event_id=2219001	range={{81208;37049;-2421;13957};{81208;37333;-2421;13957};{80824;37332;-2421;13957};{80824;37048;-2421;13957}}	area_end
area_begin	name=[oren_slow_2]	map_no={22;19}	type=swamp	move_bonus=-80	default_status=off		event_id=2219002	range={{84861;36091;-2389;13989};{84861;36477;-2389;13989};{84594;36477;-2389;13989};{84594;36091;-2389;13989}}	area_end

//Five	leyn	characteristic	place	unknown	zones
area_begin	name=[oren_damage_1]	map_no={22;19}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{81208;37049;-2421;13957};{81208;37333;-2421;13957};{80824;37332;-2421;13957};{80824;37048;-2421;13957}}	area_end
area_begin	name=[oren_damage_2]	map_no={22;19}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{84861;36091;-2389;13989};{84861;36477;-2389;13989};{84594;36477;-2389;13989};{84594;36091;-2389;13989}}	area_end

//Is	or	drill	characteristic	sul	the	Low	zone.
area_begin	name=[innadrile_slow_1]	map_no={23;25}	type=swamp	move_bonus=-80	default_status=off		event_id=2325001	range={{116166;247739;-917;30341};{115882;247739;-917;30341};{115883;247355;-917;30341};{116167;247355;-917;30341}}	area_end
area_begin	name=[innadrile_slow_2]	map_no={23;25}	type=swamp	move_bonus=-80	default_status=off		event_id=2325002	range={{117124;251392;-885;30373};{116738;251392;-885;30373};{116738;251125;-885;30373};{117124;251125;-885;30373}}	area_end

//Is	or	the	drill	characteristic	place	unknown	zone
area_begin	name=[innadrile_damage_1]	map_no={23;25}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{116166;247739;-917;30341};{115882;247739;-917;30341};{115883;247355;-917;30341};{116167;247355;-917;30341}}	area_end
area_begin	name=[innadrile_damage_2]	map_no={23;25}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{117124;251392;-885;30373};{116738;251392;-885;30373};{116738;251125;-885;30373};{117124;251125;-885;30373}}	area_end

//It	boils,	tu	characteristic	sul	the	Low	zone
area_begin	name=[godad_slow_1]	map_no={24;16}	type=swamp	move_bonus=-80	default_status=off		event_id=2416001	range={{149235;-47768;-1789;-1489};{149579;-47608;-1789;-1489};{149515;-47472;-1789;-1489};{149169;-47634;-1789;-1489}}	area_end
area_begin	name=[godad_slow_2]	map_no={24;16}	type=swamp	move_bonus=-80	default_status=off		event_id=2416002	range={{145352;-47607;-1789;-1439};{145696;-47768;-1789;-1439};{145760;-47633;-1789;-1439};{145415;-47471;-1789;-1439}}	area_end

//It	boils	and	tu	the	place	unknown	zone	which	dozes
area_begin	name=[godad_damage_1]	map_no={24;16}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{149235;-47768;-1789;-1489};{149579;-47608;-1789;-1489};{149515;-47472;-1789;-1489};{149169;-47634;-1789;-1489}}	area_end
area_begin	name=[godad_damage_2]	map_no={24;16}	type=damage	damage_on_hp=200	damage_on_mp=0	default_status=off	message_no=686	range={{145352;-47607;-1789;-1439};{145696;-47768;-1789;-1439};{145760;-47633;-1789;-1439};{145415;-47471;-1789;-1439}}	area_end

//Swamp	of	fire	-	art	dealer	place	unknown
area_begin	name=[fireswamp_1]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{141408;-9676;-4752;-4352};{142248;-9284;-4752;-4352};{142428;-8732;-4752;-4352};{142344;-8256;-4752;-4352};{142096;-8136;-4752;-4352};{141600;-8444;-4752;-4352};{141264;-9352;-4752;-4352}}	area_end
area_begin	name=[fireswamp_2]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{143780;-8144;-4908;-4508};{144504;-8484;-4908;-4508};{145000;-8064;-4908;-4508};{144948;-7372;-4908;-4508};{144552;-6872;-4908;-4508};{144120;-7076;-4908;-4508};{143716;-7672;-4908;-4508}}	area_end
area_begin	name=[fireswamp_3]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{144144;-7020;-4776;-4376};{144552;-6836;-4776;-4376};{144564;-6324;-4776;-4376};{144072;-6280;-4776;-4376}}	area_end
area_begin	name=[fireswamp_4]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{144060;-6240;-4888;-4288};{144548;-6276;-4888;-4288};{145416;-5772;-4888;-4288};{145292;-4940;-4888;-4288};{144208;-5076;-4888;-4288};{143920;-5540;-4888;-4288}}	area_end
area_begin	name=[fireswamp_5]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{148616;-9208;-4672;-4272};{149200;-9492;-4672;-4272};{149992;-9472;-4672;-4272};{149880;-8348;-4672;-4272};{148452;-8308;-4672;-4272};{148340;-8600;-4672;-4272}}	area_end
area_begin	name=[fireswamp_6]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{151636;-8512;-4676;-4276};{151592;-8196;-4676;-4276};{150644;-7904;-4676;-4276};{149912;-8420;-4676;-4276};{150040;-9404;-4676;-4276}}	area_end
area_begin	name=[fireswamp_7]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{150728;-10176;-4728;-4328};{151352;-10536;-4728;-4328};{150404;-9264;-4728;-4328};{150072;-9444;-4728;-4328}}	area_end
area_begin	name=[fireswamp_8]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{151192;-12588;-4636;-4036};{151612;-11884;-4636;-4036};{151772;-11248;-4636;-4036};{151572;-10860;-4636;-4036}}	area_end
area_begin	name=[fireswamp_9]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{150456;-15148;-4700;-4300};{151760;-15072;-4700;-4300};{151556;-13400;-4700;-4300};{151148;-12856;-4700;-4300};{150384;-13904;-4700;-4300}}	area_end
area_begin	name=[fireswamp_10]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{145032;-15132;-4572;-3972};{146108;-15008;-4572;-3972};{148212;-11784;-4572;-3972};{147528;-10992;-4572;-3972};{146000;-11072;-4572;-3972}}	area_end
area_begin	name=[fireswamp_11]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{148288;-14420;-4572;-4172};{148432;-14428;-4572;-4172};{147984;-12448;-4572;-4172};{147228;-13572;-4572;-4172}}	area_end
area_begin	name=[fireswamp_12]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{146120;-18720;-4476;-2976};{146276;-18884;-4476;-2976};{145976;-15072;-4476;-2976};{145056;-15200;-4476;-2976}}	area_end
area_begin	name=[fireswamp_13]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{140616;-16808;-4604;-4204};{143708;-17160;-4604;-4204};{143152;-16000;-4604;-4204};{141268;-15872;-4604;-4204}}	area_end
area_begin	name=[fireswamp_14]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{148892;-23044;-3476;-3076};{149160;-22280;-3476;-3076};{148292;-21148;-3476;-3076};{148080;-21508;-3476;-3076};{147584;-24204;-3476;-3076};{147948;-24056;-3476;-3076}}	area_end
area_begin	name=[fireswamp_15]	map_no={24;17}	type=poison	target=pc	skill_name=[s_area_fire1]	skill_prob=50	unit_tick=30	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{143804;-27456;-3208;-1608};{147168;-25768;-3208;-1608};{147164;-25372;-3208;-1608};{143308;-26812;-3208;-1608}}	area_end

//Demoniac	island	-	trap	zone

//The	unknown	default	unit_tick=9	which	is	fed	up
area_begin	name=[devil_damage_001]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{51296;205421;-4048;-3848};{51788;205266;-4048;-3848};{51496;205621;-4048;-3848};{51072;205896;-4048;-3848}}	area_end
area_begin	name=[devil_damage_002]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{51820;205340;-4032;-3732};{52535;205305;-4032;-3732};{52535;205436;-4032;-3732};{51705;205528;-4032;-3732}}	area_end
area_begin	name=[devil_damage_003]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{43439;213259;-3776;-3626};{43589;213249;-3776;-3626};{43750;213760;-3776;-3626};{43680;214092;-3776;-3626}}	area_end
area_begin	name=[devil_damage_004]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{42805;214266;-3764;-3564};{43627;214195;-3764;-3564};{43386;214355;-3764;-3564};{42805;214405;-3764;-3564}}	area_end
area_begin	name=[devil_damage_005]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{43511;218426;-3856;-3656};{43711;218426;-3856;-3656};{43711;218759;-3856;-3656};{43511;218759;-3856;-3656}}	area_end
area_begin	name=[devil_damage_006]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{43012;218850;-3940;-3740};{43708;218850;-3940;-3740};{43719;219260;-3940;-3740};{43001;219260;-3940;-3740}}	area_end
area_begin	name=[devil_damage_007]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{50630;211383;-3060;-2860};{51129;211383;-3060;-2860};{51129;211858;-3060;-2860};{50642;211858;-3060;-2860}}	area_end
area_begin	name=[devil_damage_008]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{51820;206520;-4008;-3608};{52792;206500;-4008;-3608};{52812;207128;-4008;-3608};{51844;207060;-4008;-3608}}	area_end
area_begin	name=[devil_damage_009]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{50673;210566;-3056;-2706};{51054;210572;-3056;-2706};{51054;211317;-3056;-2706};{50667;211311;-3056;-2706}}	area_end
area_begin	name=[devil_damage_010]	map_no={21;24}	type=damage	target=pc	damage_on_hp=200	damage_on_mp=0	initial_delay=1	default_status=off	on_time=600	off_time=60	random_time=20	message_no=686	range={{50608;209718;-2736;-2536};{51145;209718;-2736;-2536};{51150;210201;-2736;-2536};{50614;210201;-2736;-2536}}	area_end
//Poison
area_begin	name=[devil_poison_001]	map_no={21;24}	type=poison	target=pc	skill_name=[s_area_poison4]	skill_prob=30	unit_tick=9	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{41707;211982;-3752;-3552};{42025;211917;-3752;-3552};{42463;212012;-3752;-3552};{42702;212346;-3752;-3552};{42593;212977;-3752;-3552};{42301;213144;-3752;-3552};{41821;213081;-3752;-3552};{41600;212602;-3752;-3552}}	area_end
area_begin	name=[devil_poison_002]	map_no={21;24}	type=poison	target=pc	skill_name=[s_area_poison4]	skill_prob=30	unit_tick=9	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{45296;213219;-3800;-3600};{46136;213081;-3800;-3600};{46289;213374;-3800;-3600};{46158;213669;-3800;-3600};{45105;213668;-3800;-3600}}	area_end
area_begin	name=[devil_poison_003]	map_no={21;24}	type=poison	target=pc	skill_name=[s_area_poison4]	skill_prob=30	unit_tick=9	initial_delay=1	default_status=on	on_time=120	off_time=5	random_time=15	range={{47790;220792;-3628;-3428};{48632;220818;-3628;-3428};{48683;220992;-3628;-3428};{47828;220980;-3628;-3428}}	area_end
//This	inside	depreciation
area_begin	name=[devil_slow_8]	map_no={21;24}	type=swamp	target=pc	move_bonus=-80	initial_delay=1	unit_tick=9	default_status=off	on_time=120	off_time=5	random_time=15		range={{55250;210873;-3964;-3364};{55762;211217;-3964;-3364};{55934;212274;-3964;-3364};{55686;212533;-3964;-3364};{54639;212740;-3964;-3364};{54276;212407;-3964;-3364};{54160;211696;-3964;-3364};{54332;211108;-3964;-3364}}	area_end
//Demoniac	island	hp	and	mp	recovery
area_begin	name=[devil_healing_zone]	map_no={21;24}	type=mother_tree	affect_race=all	hp_regen_bonus=2	mp_regen_bonus=1	entering_message_no=1054	leaving_message_no=1055	range={{41520;205163;-3913;-3413};{44448;205623;-3913;-3413};{44352;208957;-3913;-3413};{42813;208983;-3913;-3413};{41473;207893;-3913;-3413}}	area_end

//Mysterious	D	buff	zone	of	empire
area_begin	name=[conquerors_weakness]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_pd_down3]	skill_prob=70	unit_tick=9	default_status=off	range={{186739;-86322;-7260;-7010};{190108;-86335;-7260;-7010};{190110;-84794;-7260;-7010};{186736;-84786;-7260;-7010}}	area_end
area_begin	name=[conquerors_pddown]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_pa_down3]	skill_prob=70	unit_tick=9	default_status=off	range={{186739;-86322;-7260;-7010};{190108;-86335;-7260;-7010};{190110;-84794;-7260;-7010};{186736;-84786;-7260;-7010}}	area_end
area_begin	name=[conquerors_poison]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_poison9]	skill_prob=70	unit_tick=9	default_status=off	range={{186739;-86322;-7260;-7010};{190108;-86335;-7260;-7010};{190110;-84794;-7260;-7010};{186736;-84786;-7260;-7010}}	area_end
area_begin	name=[conquerors_nonheal]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_disease9]	skill_prob=70	unit_tick=9	default_status=off	range={{186739;-86322;-7260;-7010};{190108;-86335;-7260;-7010};{190110;-84794;-7260;-7010};{186736;-84786;-7260;-7010}}	area_end

area_begin	name=[lords_weakness]	map_no={25;15}	type=poison	target=pc	skill_name=[s_area_pd_down3]	skill_prob=70	unit_tick=9	default_status=off	range={{185028;-89729;-7265;-7015};{188398;-89741;-7265;-7015};{188400;-88200;-7265;-7015};{185026;-88192;-7265;-7015}}	area_end
